state_repeat,obs_repeat,state_type,ensemble,n,m,num_observables,estimator,mom_num_groups,n_sample,rmse,max_error
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,1000,1.2964371135569726,4.14055081900374
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,3000,0.7900224943019117,2.0650960520387454
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,5000,0.5750655040382213,1.6183723381237454
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,10000,0.47251968715138537,1.4135723381237453
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,15000,0.3379523843728469,0.8598668873527483
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,20000,0.2784748632193346,0.6967723381237453
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,25000,0.25367543569691575,0.5899716608269783
0,5,haar_random,seeqst_uniform,10,3,100,mean,1,30000,0.24926462020921644,0.620057011208439
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10,6.677062594660014,38.611816577397775
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,30,4.139993178056485,30.01199122621666
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,100,1.7957691483783993,9.024683195811495
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,300,1.4405468719135397,6.026496334325043
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,1000,0.6652521242281385,1.8290347282440105
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,3000,0.3824237909101192,1.142447885210828
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,5000,0.3051389496327896,1.0698374495886303
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,10000,0.21332788648608847,0.7100550262102562
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,15000,0.1764861810948534,0.5681377556782196
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,20000,0.14111959688997977,0.4402182086764755
0,5,haar_random,seeqst_binomial_tuned,10,3,100,mean,1,25000,0.13171170516315703,0.39820132344762454
