state_repeat,obs_repeat,state_type,ensemble,n,l,num_observables,n_sample,rmse,max_error
0,53,haar_random,clifford,7,4,100,500,0.4494438342226014,1.2828353267901336
0,53,haar_random,clifford,7,4,100,1000,0.307141348888769,0.7730940547538558
0,53,haar_random,clifford,7,4,100,5000,0.15560480110709365,0.38567476441923393
0,53,haar_random,clifford,7,4,100,10000,0.11811735873419156,0.312090569830574
0,53,haar_random,clifford,7,4,100,25000,0.07479755781640805,0.16441757582998603
0,53,haar_random,seeqst_uniform,7,4,100,10,6.769377855122072,25.72476533389858
0,53,haar_random,seeqst_uniform,7,4,100,100,1.7923897891900995,5.191853428309539
0,53,haar_random,seeqst_uniform,7,4,100,500,0.7649260229628324,2.058990279315506
0,53,haar_random,seeqst_uniform,7,4,100,1000,0.4360175081290287,1.1378375576040685
0,53,haar_random,seeqst_uniform,7,4,100,5000,0.20324493754484607,0.6631094301694251
0,53,haar_random,seeqst_uniform,7,4,100,10000,0.1380726974291885,0.3815094301694251
